Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Freston Ventures,https://www.crunchbase.com/organization/freston-ventures,"Angel Group, Venture Capital",3,,"Notting Hill, Essex, United Kingdom","Early Stage Venture, Venture",Freston Ventures manages angel investments for Sir Charles Dunstone that provides funding and support to Britain's brands.,"Europe, Middle East, and Africa (EMEA)",2010-01-01,year,http://frestonventures.com/,https://www.linkedin.com/company/freston-foundry/,2,1,
UKSE,https://www.crunchbase.com/organization/ukse,Co-Working Space,3,,"Sheffield, Sheffield, United Kingdom",,"UKSE provides custom solutions to businesses in steel areas with investments, business development, loans, and premises.","Europe, Middle East, and Africa (EMEA)",1975-01-01,year,https://www.ukse.co.uk,https://www.linkedin.com/company/uk-steel-enterprise-ltd/,3,3,
MBT Ventures,https://www.crunchbase.com/organization/mbt-ventures,"Accelerator, Corporate Venture Capital",3,,"London, England, United Kingdom",,"Creating Tomorrow’s Legacies, Today.","Europe, Middle East, and Africa (EMEA)",2018-04-07,day,https://mbtventures.in,https://www.linkedin.com/company/mbtventures/,2,1,
Ground 1 Ventures,https://www.crunchbase.com/organization/ground1-ventures,"Angel Group, Venture Capital",3,,"London, England, United Kingdom","Early Stage Venture, Private Equity, Seed",Ground1 Ventures is a private investment firm that specializes in partnering and investing into startups looking to disrupt the industry.,"Europe, Middle East, and Africa (EMEA)",2017-06-01,day,http://groundone.co.uk/,https://www.linkedin.com/company/ground-one-ventures/,3,3,
Blakeney Management,https://www.crunchbase.com/organization/blakeney-management,Venture Debt,3,3,"London, England, United Kingdom",,Blakeney Management is one of the oldest and largest institutional investors in Africa and the Middle East.,"Europe, Middle East, and Africa (EMEA)",1995-01-01,year,http://www.blakman.com,,3,2,1
Greater Birmingham and Solihull LEP,https://www.crunchbase.com/organization/greater-birmingham-and-solihull-lep,Entrepreneurship Program,3,,"Birmingham, Birmingham, United Kingdom",Grant,"GBSLEP Is a partnership of businesses, local authorities and universities which supports private sector growth and Job creation.","Europe, Middle East, and Africa (EMEA)",2010-01-01,year,https://gbslep.co.uk/,https://www.linkedin.com/company/birmingham-and-solihull-local-enterprise-partnership/?originalSubdomain=uk,3,2,
vEmpire,https://www.crunchbase.com/organization/vempire,Accelerator,3,,"London, England, United Kingdom",,vEmpire (VEMP) is a decentralized community-orientated metaverse accelerator and staking platform.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://www.v-empire.io/,https://www.linkedin.com/company/vempire-ddao-ltd,3,,
Sentient Ventures,https://www.crunchbase.com/organization/sentient-ventures-d43c,"Micro VC, Venture Capital",3,1,"Saint Albans, Hertford, United Kingdom","Early Stage Venture, Seed",Sentient Ventures is an early-growth impact fund that invests in companies that can save the most animal lives.,"Europe, Middle East, and Africa (EMEA)",2022-01-01,year,https://sentientventures.co.uk,https://www.linkedin.com/company/sentient-ventures-vc,3,3,
angelgroups,https://www.crunchbase.com/organization/angelgroups,Angel Group,3,,"Leeds, Leeds, United Kingdom",Seed,"We intelligently match angel investors to ambitious high growth SMEs, across all sectors.","Europe, Middle East, and Africa (EMEA)",2015-09-03,day,https://www.angelgroups.co.uk/,https://www.linkedin.com/company/angelgroups,3,,
Quantum Group,https://www.crunchbase.com/organization/quantum-group-c5e6,"Incubator, Venture Capital",3,1,"London, England, United Kingdom","Seed, Venture",Quantum Group is a fintech incubator that provides financial and security solutions for customers.,"Europe, Middle East, and Africa (EMEA)",,,https://www.quantumgroup.uk/,https://www.linkedin.com/company/quantum-financial-holdings-limited/,3,1,
Red Kite Mine Finance,https://www.crunchbase.com/organization/red-kite-mine-finance,Venture Debt,3,3,"London, England, United Kingdom",,"RK Mine Finance specializes in providing development, acquisition and bridge financing to miners of precious & non-ferrous metals.","Europe, Middle East, and Africa (EMEA)",2008-01-01,year,http://www.rkminefinance.com,https://www.linkedin.com/company/rk-investment-management,3,2,2
Leumi ABL,https://www.crunchbase.com/organization/leumi-abl,Venture Debt,3,1,"Brighton, East Sussex, United Kingdom",Debt,Leumi ABL specialising in structured ABL facilities up to £37.5m with exceptional levels of client service.,"Europe, Middle East, and Africa (EMEA)",2006-01-01,year,https://www.leumiabl.co.uk/,https://www.linkedin.com/company/leumi-abl/,3,3,
the Imperial College Innovation Fund,https://www.crunchbase.com/organization/the-imperial-college-innovation-fund,University Program,3,,"London, England, United Kingdom",,the Imperial College Innovation Fund in a investment firm.,"Europe, Middle East, and Africa (EMEA)",1907-01-01,year,https://www.imperial.ac.uk,https://www.linkedin.com/company/imperial-college-london,3,,
VBites Ventures,https://www.crunchbase.com/organization/vbites-ventures,"Accelerator, Family Investment Office, Incubator, Private Equity Firm",3,,"Peterlee, Durham, United Kingdom","Early Stage Venture, Seed, Venture","VBV nurtures business ideas, helping entrepreneurs with plant-based ideas and vision to transform their ideas into fully-fledged businesses.","Europe, Middle East, and Africa (EMEA)",1993-05-20,day,https://www.vbites.com/,,3,,
AYA Ventures,https://www.crunchbase.com/organization/aya-ventures,"Angel Group, Venture Capital",3,,"London, England, United Kingdom","Early Stage Venture, Seed",AYA Ventures is an emerging investment firm focused on Muslim entrepreneurs and the Halal Market,"Europe, Middle East, and Africa (EMEA)",2018-06-01,month,http://www.ayaventures.co.uk,https://www.linkedin.com/company/aya-ventures/,2,,
Garu Investments,https://www.crunchbase.com/organization/garu-investments,Angel Group,3,,"London, England, United Kingdom",Seed,Garu Investments is an investment vehicle owned by the Sacks brothers and was established to invest in innovative Construction Tech firms,"Europe, Middle East, and Africa (EMEA)",2017-01-01,year,,,2,3,
Falmouth Launchpad,https://www.crunchbase.com/organization/falmouth-launchpad,"Accelerator, Incubator",3,,"Truro, Cornwall, United Kingdom",Seed,Falmouth Launchpad is a demand-driven incubator and accelerator.,"Europe, Middle East, and Africa (EMEA)",2014-04-01,month,https://falmouthlaunchpad.co.uk,https://www.linkedin.com/company/falmouth-launchpad/,2,1,
Negentropy Capital Partners,https://www.crunchbase.com/organization/negentropy-capital-partners,Venture Debt,3,,"Berkeley, Gloucestershire, United Kingdom",Debt,Negentropy Capital Partners is an investment manager that invests mainly in special credit opportunities.,"Europe, Middle East, and Africa (EMEA)",2009-01-01,year,http://www.negentropycapital.com,https://www.linkedin.com/company/negentropy-capital-partners-llp,3,1,
Tosca Debt Capital,https://www.crunchbase.com/organization/tosca-debt-capital,Venture Debt,3,,"Manchester, Manchester, United Kingdom",Debt,A regional debt fund focussed on providing flexible funding .,"Europe, Middle East, and Africa (EMEA)",2015-01-01,year,http://www.toscadebtcapital.com/,https://www.linkedin.com/company/tosca-debt-capital/,3,3,
Angels4Angels,https://www.crunchbase.com/organization/angels4angels,Angel Group,3,,"Cheltenham, Gloucestershire, United Kingdom",Seed,"Angels4Angels fund early stage entrepreneurial ventures, backing businesses that could not otherwise be undertaken.","Europe, Middle East, and Africa (EMEA)",,,http://www.angels4angels.co.uk/,https://www.linkedin.com/company/angels-4-angels-limited/,3,1,
TestNet Ventures,https://www.crunchbase.com/organization/testnet-ventures,Accelerator,3,,"London, England, United Kingdom","Early Stage Venture, Seed",TestNet Ventures is for entrepreneurs that want to create revolutions of their own. We invest in innovative early-stage blockchain ventures.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://testnet.ventures/,https://www.linkedin.com/company/testnet-ventures,3,,
Eternity Capital & Ventures,https://www.crunchbase.com/organization/eternity-capital-ventures,"Incubator, Private Equity Firm, Venture Capital",3,,"London, England, United Kingdom",Private Equity,"Eternity Capital & Ventures is an incubator and investor that builds, funds, and scales tech startups.","Europe, Middle East, and Africa (EMEA)",2011-01-01,year,https://www.eternitycapitalventures.com,https://www.linkedin.com/company/eternity-capital/,3,1,
Big Venture Challenge,https://www.crunchbase.com/organization/big-venture-challenge,Incubator,3,,"London, England, United Kingdom","Early Stage Venture, Seed","The Big Venture Challenge supports ambitious entrepreneurs with access to business support, powerful connections and match funding to help","Europe, Middle East, and Africa (EMEA)",2001-03-15,day,https://www.bigventurechallenge.com/,,3,1,
The Oil & Gas Technology Centre,https://www.crunchbase.com/organization/the-oil-gas-technology-centre,"Accelerator, Government Office",3,,"Aberdeen, Aberdeen City, United Kingdom",,"Our goal is to help maximise economic recovery from the UK continental shelf, anchor the supply chain in the North-East of Scotland.","Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://theogtc.com/,https://www.linkedin.com/company/the-oil-and-gas-technology-centre/,3,1,
Business Investors Group (BiG),https://www.crunchbase.com/organization/big-angels,Angel Group,3,,"Chester, Cheshire, United Kingdom",Seed,Business Investors Group provides equity finance and business support expertise to non-asset businesses.,"Europe, Middle East, and Africa (EMEA)",1997-01-01,year,http://www.big-angels.co.uk,,2,,
Women Angels of Wales,https://www.crunchbase.com/organization/women-angels-of-wales,Angel Group,3,1,"Wales, Cumbria, United Kingdom","Early Stage Venture, Seed",Women Angels of Wales is a business angel investment syndicate for women to support early-stage startups.,"Europe, Middle East, and Africa (EMEA)",,,,,3,,
Manchester Tech Trust Angels,https://www.crunchbase.com/organization/manchester-tech-trust-angels,Angel Group,3,,"Manchester, Manchester, United Kingdom",Seed,Manchester Tech Trust Angels is a investment firm.,"Europe, Middle East, and Africa (EMEA)",2015-01-01,year,http://www.manchestertechtrust.com/angels-funding/,,2,,
W8 Ventures,https://www.crunchbase.com/organization/w8-ventures,Micro VC,3,1,"London, England, United Kingdom",Seed,W8 Ventures a London-based micro-venture capital fund specialized in technology and clean technology investments.,"Europe, Middle East, and Africa (EMEA)",,,,,2,1,
Exeter City Futures,https://www.crunchbase.com/organization/exeter-city-futures,"Accelerator, Venture Capital",3,,"Exeter, Devon, United Kingdom",,A 15 week accelerator will offer you access to the City of Exeter.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://www.exetercityfutures.com/,https://www.linkedin.com/company/exeter-city-futures,3,3,
SPRINT - SPace Research and Innovation Network for Technology,https://www.crunchbase.com/organization/sprint-space-research-and-innovation-network-for-technology,Accelerator,3,,"Leicester, Leicester, United Kingdom",Early Stage Venture,"SPRINT - SPace Research and Innovation Network for Technology is a SME growth through space data, technologies and know-how.","Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://www.sprint.ac.uk/,https://www.linkedin.com/company/sprintnetwork/,1,2,
African Co-Investment Syndicate,https://www.crunchbase.com/organization/african-co-investment-syndicate,"Angel Group, Micro VC",3,,"London, England, United Kingdom","Early Stage Venture, Seed","Investing in Africa across Fintech, Healthtech, E-commerce, B2B SaaS and Future of Work","Europe, Middle East, and Africa (EMEA)",2022-03-01,month,https://www.african-syndicate.com/,https://www.linkedin.com/company/african-co-investment-syndicate/about/?viewAsMember=true,3,,
Delta Capital,https://www.crunchbase.com/organization/delta-capital,Angel Group,3,,"London, England, United Kingdom",,"Delta Capital is a London, United Kingdom-based angel investor group that primarily considers seed and early stage investments.","Europe, Middle East, and Africa (EMEA)",,,http://www.deltafinance.biz,,3,,
4iP,https://www.crunchbase.com/organization/4ip,Micro VC,3,1,"London, England, United Kingdom",Seed,4iP is Channel 4's £20m digital innovation fund.,"Europe, Middle East, and Africa (EMEA)",2008-10-15,day,http://www.4ip.org.uk,,3,2,
Zag (BBH),https://www.crunchbase.com/organization/zag-bbh,Micro VC,3,,"London, England, United Kingdom",,Zag is a growth partner for startups.,"Europe, Middle East, and Africa (EMEA)",,,,,3,1,
Fintech For All,https://www.crunchbase.com/organization/fintech-for-all,Accelerator,3,,"London, England, United Kingdom",,Fintech For All is a competition to find fintech startups.,"Europe, Middle East, and Africa (EMEA)",2017-11-01,month,https://technation.io/previous-programmes/fintech-for-all/,,3,,
UK Trade & Investment (UKTI),https://www.crunchbase.com/organization/ukti,"Accelerator, Government Office",3,,"London, England, United Kingdom",,UK Government agency for trade and investment.,"Europe, Middle East, and Africa (EMEA)",2003-10-01,month,https://www.gov.uk/government/organisations/uk-trade-investment,http://www.linkedin.com/company/uk-trade-&-investment,3,1,
Durham University,https://www.crunchbase.com/organization/durham-university,University Program,2,,"Durham, Durham, United Kingdom",,"A collegiate research university in Durham, North East England.","Europe, Middle East, and Africa (EMEA)",1832-01-01,year,http://www.dur.ac.uk/,https://www.linkedin.com/school/10477/,2,1,
Odin,https://www.crunchbase.com/organization/odin-2848,Syndicate,2,,"London, England, United Kingdom",,Tools for VCs and angel syndicates to raise and deploy capital globally.,"Europe, Middle East, and Africa (EMEA)",2020-09-01,day,https://www.joinodin.com/,https://www.linkedin.com/company/odinlovesyou/,2,1,
Cranfield University,https://www.crunchbase.com/organization/cranfield-university,University Program,2,,"Bedford, Bedfordshire, United Kingdom",,Cranfield University is a postgraduate university that is a global leader for education and transformational research in technology,"Europe, Middle East, and Africa (EMEA)",1993-01-01,year,http://www.cranfield.ac.uk,http://www.linkedin.com/company/cranfield-university,2,1,
SETsquared,https://www.crunchbase.com/organization/setsquared,"Accelerator, Incubator",2,,"Bristol, Bristol, City of, United Kingdom",Seed,"SETsquared is a collaborative partnership that supports enterprise activities, spin-outs, licensing, and incubation.","Europe, Middle East, and Africa (EMEA)",2001-01-01,year,http://www.setsquared.co.uk/,http://www.linkedin.com/company/setsquared-partnership,2,1,
IslamicFinanceGuru,https://www.crunchbase.com/organization/islamicfinanceguru,Micro VC,2,,"London, England, United Kingdom",Seed,IslamicFinanceGuru is a hub that helps Muslims find great sharia-compliant investments from all over the world,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,https://www.islamicfinanceguru.com/,https://www.linkedin.com/company/islamicfinanceguru,2,,
University of York,https://www.crunchbase.com/organization/university-of-york,University Program,2,,"York, York, United Kingdom",,"University of York is a research-intensive plate glass university located in the city of York, England.","Europe, Middle East, and Africa (EMEA)",1963-01-01,year,http://www.york.ac.uk,https://www.linkedin.com/school/10399/,2,2,
Cambridge Enterprise Ventures,https://www.crunchbase.com/organization/cambridge-enterprise-ventures,University Program,2,,"Cambridge, Cambridgeshire, United Kingdom",,"Cambridge Enterprise Ventures invest University of Cambridge capital into high impact, high growth Cambridge spin-outs and start-ups.","Europe, Middle East, and Africa (EMEA)",,,https://www.enterprise.cam.ac.uk/venture-building-investment/cambridge-enterprise-ventures/,https://www.linkedin.com/showcase/cambridge-enterprise-ventures/about/,2,,
ICEO - Venture Builder,https://www.crunchbase.com/organization/iceo,"Angel Group, Micro VC",2,,"London, England, United Kingdom",,"We build software-based, big data-enabled, remote-first companies with a fintech sweet spot.","Europe, Middle East, and Africa (EMEA)",2010-06-27,day,https://iceo.co,https://www.linkedin.com/company/iceogroup,2,,
Finance For Enterprise,https://www.crunchbase.com/organization/finance-for-enterprise,Venture Debt,2,,"Doncaster, Doncaster, United Kingdom",Debt,Finance For Enterprise is a nonprofit company that provides business lending to support new and growing businesses.,"Europe, Middle East, and Africa (EMEA)",1985-01-01,year,https://finance-for-enterprise.co.uk,https://www.linkedin.com/company/financeforenterprise,2,2,
Fintex Capital,https://www.crunchbase.com/organization/fintex-capital,Venture Debt,2,,"London, England, United Kingdom",Debt,Fintex Capital is a unique investment firm dedicated to alternative credit,"Europe, Middle East, and Africa (EMEA)",2007-01-01,year,http://www.fintexcap.com,https://www.linkedin.com/company/fintexcap,2,2,
Sapphire Capital Partners,https://www.crunchbase.com/organization/sapphire-capital-partners,"Accelerator, Angel Group, Incubator, Micro VC, Private Equity Firm, Venture Capital",2,,"London, England, United Kingdom","Early Stage Venture, Seed, Venture",Sapphire Capital Partners is a company that specializes in tax efficient schemes to grow companies and alternative investments funds.,"Europe, Middle East, and Africa (EMEA)",2009-11-09,day,http://www.sapphirecapitalpartners.co.uk,http://www.linkedin.com/company/sapphire-capital-partners-llp,2,1,
Emona Capital,https://www.crunchbase.com/organization/emona-capital,Entrepreneurship Program,2,,"London, England, United Kingdom",Venture,Emona Capital is an investment firm that offers consulting and services in private and public markets for clients.,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,https://www.emonacapital.com/,https://www.linkedin.com/company/emona-capital/,1,2,
Community Growth Ventures,https://www.crunchbase.com/organization/community-growth-ventures,"Angel Group, Syndicate",2,,"London, England, United Kingdom","Early Stage Venture, Seed",We invest and support startups led by underrepresented founders.,"Europe, Middle East, and Africa (EMEA)",2017-09-01,month,https://communitygrowth.ventures/,https://www.linkedin.com/company/communitygrowthventures/,2,,
Paragon Banking Group,https://www.crunchbase.com/organization/paragon-banking-group,Venture Debt,2,,"Solihull, Solihull, United Kingdom",,Paragon Banking Group is a specialist finance provider.,"Europe, Middle East, and Africa (EMEA)",1985-01-01,year,https://www.paragonbankinggroup.co.uk/,https://www.linkedin.com/company/paragon-banking-group-plc/?originalSubdomain=in,2,2,
DSL Business Finance,https://www.crunchbase.com/organization/dsl-business-finance,Venture Debt,2,,"Glasgow, Glasgow City, United Kingdom",Debt,"DSL Business Finance provides business loans, consultancy for nonprofit finance, and business support and advice services.","Europe, Middle East, and Africa (EMEA)",1993-01-01,year,https://dsl-businessfinance.co.uk/,https://www.linkedin.com/company/dsl-business-finance/,2,1,
Business Enterprise Fund,https://www.crunchbase.com/organization/business-enterprise-fund,Venture Debt,2,,"Bradford, Somerset, United Kingdom",Debt,The Business Enterprise Fund is a social enterprise that lends money to businesses who are unable to get lending from the banks.,"Europe, Middle East, and Africa (EMEA)",1982-01-01,year,http://www.befund.org/,https://www.linkedin.com/company/519151,2,2,
Capital Enterprise,https://www.crunchbase.com/organization/capital-enterprise,Entrepreneurship Program,2,,"London, England, United Kingdom",,Capital Enterprise is the membership body for deliverers of enterprise support services in London.,"Europe, Middle East, and Africa (EMEA)",1993-01-01,year,http://capitalenterprise.org,http://www.linkedin.com/company/capital-enterprise,2,,
Manchester Angels,https://www.crunchbase.com/organization/manchester-angels,"Angel Group, Venture Capital",2,,"Manchester, Manchester, United Kingdom","Seed, Venture",Manchester Angels is an angel network.,"Europe, Middle East, and Africa (EMEA)",,,https://www.manchesterangels.org,https://www.linkedin.com/company/manchesterangels,2,1,
Karakoram,https://www.crunchbase.com/organization/karakoram,"Corporate Venture Capital, Incubator",2,,"London, England, United Kingdom",Early Stage Venture,Karakoram is an award-winning impact incubator that creates breakthrough solutions for the world's toughest humanitarian challenges.,"Europe, Middle East, and Africa (EMEA)",2019-11-01,month,https://karakoram.co,https://www.linkedin.com/company/karakorum-consulting,2,1,
TitanBlock,https://www.crunchbase.com/organization/titanblock,"Accelerator, Venture Capital",2,,"London, England, United Kingdom","Crowdfunding, Early Stage Venture, Seed, Venture",Investment & advisory firm empowering the global decentralized economy,"Europe, Middle East, and Africa (EMEA)",2018-04-01,day,https://titanblock.capital/,https://www.linkedin.com/company/11698059/admin/overview/,1,2,
Optimum SME Finance Ltd.,https://www.crunchbase.com/organization/optimum-sme-finance-ltd,Venture Debt,2,,"Bristol, Bristol, City of, United Kingdom",,"Optimum SME Finance Ltd., specialise in providing bespoke invoice finance solutions for SMEs. ","Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://optimumfinance.co.uk/,https://in.linkedin.com/company/optimum-sme-finance-limited,2,2,
SME Capital,https://www.crunchbase.com/organization/sme-capital,Venture Debt,2,,"London, England, United Kingdom",Debt,SME Capital is a debt funding platform matching institutional investors.,"Europe, Middle East, and Africa (EMEA)",2014-11-14,day,https://smecapital.com/,https://www.linkedin.com/company/sme-capital-uk,2,2,
South of Scotland Enterprise,https://www.crunchbase.com/organization/south-of-scotland-enterprise,"Government Office, Venture Debt",2,,"Dumfries, Dumfries and Galloway, United Kingdom","Debt, Grant","South of Scotland Enterprise develops programs to help businesses, communities, social enterprises, and individual entrepreneurs to grow.","Europe, Middle East, and Africa (EMEA)",2020-04-01,month,https://www.southofscotlandenterprise.com,https://www.linkedin.com/company/south-of-scotland-enterprise,2,2,
Facility for Energy Inclusion,https://www.crunchbase.com/organization/facility-for-energy-inclusion,Venture Debt,2,,"London, England, United Kingdom",,Facility for Energy Inclusion is a financing platform designed to support the power sector.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.feiafrica.com,https://www.linkedin.com/company/facility-for-energy-inclusion,2,2,
NBT (Next Big Thing),https://www.crunchbase.com/organization/nbt-next-big-thing,Accelerator,2,,"London, England, United Kingdom",,We build 'Growth Marketing Machines'​ as a turnkey solution for brands via ‘marketing as a service’ approach,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://nbtdigital.com/,https://www.linkedin.com/company/nbt-digital/,2,,
Entrepreneurial Spark,https://www.crunchbase.com/organization/entrepreneurial-spark,Accelerator,2,,"Glasgow, Glasgow City, United Kingdom",,"Entrepreneurial Spark is an accelerator that offers start-up support, business mentoring, workshops, office space, IT, and facilities.","Europe, Middle East, and Africa (EMEA)",2011-01-01,year,http://www.entrepreneurial-spark.com,https://www.linkedin.com/company/entrepreneurial-spark,2,1,
JLab,https://www.crunchbase.com/organization/jlab,Accelerator,2,,"London, England, United Kingdom",,JLAB is the startup innovation programme from the John Lewis Partnership.,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://jlab.co.uk/,,2,1,
ML Capital,https://www.crunchbase.com/organization/ml-capital,"Micro VC, Venture Capital",2,,"London, England, United Kingdom",Seed,ML Capital is a group that advises companies on asset management and investments.,"Europe, Middle East, and Africa (EMEA)",,,http://www.mlcapital.com,https://www.linkedin.com/company/ml-capital_2,1,1,
Newland Syndicate,https://www.crunchbase.com/organization/newland-syndicate,"Syndicate, Venture Capital",2,,"London, England, United Kingdom","Early Stage Venture, Seed",Newland Syndicate are operator- investors actively backing European Food & AgTech entrepreneurs.,"Europe, Middle East, and Africa (EMEA)",,,https://www.newlandsyndicate.com/,https://www.linkedin.com/company/newland-syndicate/,2,,
Fiduciary Co-Investment Partners,https://www.crunchbase.com/organization/fiduciary-co-investment-partners,"Private Equity Firm, Venture Debt",2,1,"London, England, United Kingdom","Debt, Late Stage Venture",Fiduciary Co-Investment Partners operates as an investment firm.,"Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://www.fc-partners.com,https://www.linkedin.com/company/fiduciary-co-investment-partners,2,,
Nurture Ventures,https://www.crunchbase.com/organization/nurture-ventures,"Accelerator, Entrepreneurship Program, Incubator, Startup Competition",2,,"Port Talbot, Neath Port Talbot, United Kingdom","Crowdfunding, Early Stage Venture, Seed","We help entrepreneurs, with innovative ideas, products & technologies, to access investment finance.","Europe, Middle East, and Africa (EMEA)",2003-04-10,day,http://www.nurtureventures.com/,https://www.linkedin.com/in/jeffbartlett/,2,,
Dorset Business Angels,https://www.crunchbase.com/organization/dorset-business-angels,Angel Group,2,,"Bournemouth, Bournemouth, United Kingdom",Seed,Dorset Business Angels which will provide growth capital to fund innovative start-up and first stage businesses.,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://dorsetbusinessangels.co.uk/,https://www.linkedin.com/groups/4396594/profile,2,1,
Seedcoin - Bitcoin Startup Incubator,https://www.crunchbase.com/organization/seedcoin-bitcoin-startup-incubator,Incubator,2,,"London, England, United Kingdom",Seed,Seedcoin is the world's first seed-stage Bitcoin startup virtual incubator. The objective of Seedcoin is to incubate and fund the future,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://www.seedco.in,https://www.linkedin.com/company/seedcoin,2,,
Nodes Ventures,https://www.crunchbase.com/organization/nodes-ventures,Angel Group,2,,"London, England, United Kingdom",Seed,Nodes Ventures is a collection of operator angel investors pooling capital and shared experience to support founders and their ambitions.,"Europe, Middle East, and Africa (EMEA)",,,https://www.nodes.ventures/investors,https://www.linkedin.com/company/nodes-ventures/,2,,
Blazehill Capital,https://www.crunchbase.com/organization/blazehill-capital,Venture Debt,2,2,"London, England, United Kingdom",,Blazehill Capital provides supportive and flexible financing solutions to UK businesses.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://blazehill.com/,https://www.linkedin.com/company/blazehill/,2,,
Harvard Business School Angels of London,https://www.crunchbase.com/organization/harvard-business-school-angels-of-london-2,"Angel Group, Private Equity Firm, Venture Capital",2,,"London, England, United Kingdom",Seed,The Harvard Business School Angels of London is a Harvard University affiliated group committed to investing.,"Europe, Middle East, and Africa (EMEA)",2012-01-01,year,http://www.hbsa.org.uk,https://www.linkedin.com/company/hbs-angels-of-london/,2,,
Fantastic Ventures,https://www.crunchbase.com/organization/fantastic-ventures,Angel Group,2,1,"Birstall, Kirklees, United Kingdom",Early Stage Venture,https://angel.co/fantastic-ventures,"Europe, Middle East, and Africa (EMEA)",2016-03-13,day,,,2,,
Cardiff Council,https://www.crunchbase.com/organization/cardiff-council,Micro VC,2,1,"Cardiff, Cardiff, United Kingdom",Seed,"Cardiff is a Proud Capital - growing fast. As a leading European capital city, a thriving business sector is vital.","Europe, Middle East, and Africa (EMEA)",1996-04-01,day,http://www.cardiff.gov.uk,https://www.linkedin.com/company/cardiff-county-council,2,,
ChipStart,https://www.crunchbase.com/organization/chipstart,Incubator,2,,"London, England, United Kingdom",,.ChipStart is a UK incubator,"Europe, Middle East, and Africa (EMEA)",,,,,2,2,
London Business Angels (LBA),https://www.crunchbase.com/organization/lba-2,Angel Group,2,,"London, England, United Kingdom",,London Business Angels (LBA) is an alternative investment firm,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,https://www.syndicateroom.com/angel-investors/networks/london-business-angels,https://www.linkedin.com/company/syndicate-room,2,,
Petribox,https://www.crunchbase.com/organization/petribox,Accelerator,2,,"London, England, United Kingdom",Seed,"The IT for Equity accelerator for early-stage startups, helping entrepreneurs acquire hard skills and turn ideas into MVP.","Europe, Middle East, and Africa (EMEA)",2015-03-01,month,http://www.petribox.com/,https://www.linkedin.com/company/petribox,2,2,
Platform XIT,https://www.crunchbase.com/organization/platform-xit,Accelerator,2,,"Guildford, Surrey, United Kingdom",,We partner and back entrepreneurs who wants to change the traditional operating and business models,"Europe, Middle East, and Africa (EMEA)",,,https://platformxit.com/,https://www.linkedin.com/company/platformxit/,2,,
Umbra Capital Partners,https://www.crunchbase.com/organization/umbra-capital-partners-llp,Angel Group,2,,"London, England, United Kingdom",,Umbra Capital Partners is a merchant bank that invests in small-to-medium enterprises.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://umbracapital.com/,https://www.linkedin.com/company/umbra-partners/?viewAsMember=true,2,1,
Proptech Capital,https://www.crunchbase.com/organization/proptech-capital,"Accelerator, Venture Capital",2,,"London, England, United Kingdom",Early Stage Venture,PropTech Capital is a new venture capital fund and accelerator in Europe.,"Europe, Middle East, and Africa (EMEA)",2018-03-01,month,https://proptech.capital/,https://www.linkedin.com/company/proptech-capital/,2,,
Soho Strategy,https://www.crunchbase.com/organization/soho-strategy,Incubator,2,,"London, England, United Kingdom",Seed,"Software, intelligence, and product development studio, set up in early 2008.","Europe, Middle East, and Africa (EMEA)",2008-02-01,month,https://www.sohostrategy.com,https://www.linkedin.com/company/soho-strategy,2,,
Serious Impact East London Incubator,https://www.crunchbase.com/organization/serious-impact-east-london-incubator,"Accelerator, Incubator",2,,"London, England, United Kingdom",,Allia Serious Impact provides free support to help potential entrepreneurs.,"Europe, Middle East, and Africa (EMEA)",,,http://seriousimpact.co.uk/incubate/,https://www.linkedin.com/company/serious-impact-uk,2,2,
Niche Invest,https://www.crunchbase.com/organization/niche-invest,Micro VC,2,,"London, England, United Kingdom","Early Stage Venture, Seed, Venture",Niche Invest is an investment firm that specializes in financing companies from early-stage tech all the way up to series A.,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://niche-invest.com/,https://www.linkedin.com/company/niche-invest-ltd/,2,1,
Climate Change Fund,https://www.crunchbase.com/organization/climate-change-fund,Syndicate,2,,"London, England, United Kingdom","Early Stage Venture, Venture",Climate Change Fund is a co-investment fund that makes investments in the deals handled by the Syndicate and uses the same due diligence.,"Europe, Middle East, and Africa (EMEA)",,,https://climatechangefund.co.uk/,,2,,
