Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Pre Seed Round - box-to-box,https://www.crunchbase.com/funding_round/streetkickers-pre-seed--41df7d9f,box-to-box,https://www.crunchbase.com/organization/streetkickers,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-04-01,Seed,,,,Yes,"box-to-box is a football training app for young amateur football players, featuring personalized training plans with video tutorials.","Information Technology, Sports, Training",,https://boxtobox.app/,Less than $1M,,,,Seed,3,APX,1,,APX,"327,571"
Pre Seed Round - box-to-box,https://www.crunchbase.com/funding_round/streetkickers-pre-seed--b42bea2e,box-to-box,https://www.crunchbase.com/organization/streetkickers,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-07-01,Seed,,,,Yes,"box-to-box is a football training app for young amateur football players, featuring personalized training plans with video tutorials.","Information Technology, Sports, Training",,https://boxtobox.app/,Less than $1M,,,,Seed,3,,1,,Thomas Dadashi,"556,839"
Pre Seed Round - Breakthrough,https://www.crunchbase.com/funding_round/breakthrough-health-pre-seed--8d53361e,Breakthrough,https://www.crunchbase.com/organization/breakthrough-health,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-03-01,Seed,,,,Yes,Breakthrough build privacy-focused applications that support people living with chronic disease and connect them to researchers.,"Health Care, Information Technology, Medical",,https://breakthrough.health/,$1M to $10M,,,,M&A,2,Atlantic Labs,1,,Atlantic Labs,"635,509"
Angel Round - brighter AI,https://www.crunchbase.com/funding_round/brighter-ai-technologies-angel--c8c1579a,brighter AI,https://www.crunchbase.com/organization/brighter-ai-technologies,Angel,"Berlin, Berlin, Germany, Europe",,,,2018-04-01,Seed,,,,Yes,Protect every identity in public.,"Artificial Intelligence (AI), Cyber Security, Information Technology, Machine Learning, Privacy",,https://www.brighter.ai/?crunchbase=yes,,650000,EUR,780063,,6,,1,,Thorsten Grenz,"35,479"
Grant - brighter AI,https://www.crunchbase.com/funding_round/brighter-ai-technologies-grant--1c75c8a2,brighter AI,https://www.crunchbase.com/organization/brighter-ai-technologies,Grant,"Berlin, Berlin, Germany, Europe",500000,EUR,611870,2018-04-24,,,,,No,Protect every identity in public.,"Artificial Intelligence (AI), Cyber Security, Information Technology, Machine Learning, Privacy",,https://www.brighter.ai/?crunchbase=yes,,650000,EUR,780063,,6,,1,,IBB Ventures,"331,178"
Seed Round - BRYTER,https://www.crunchbase.com/funding_round/bryter-seed--aeec1243,BRYTER,https://www.crunchbase.com/organization/bryter,Seed,"Berlin, Berlin, Germany, Europe",1000000,USD,1000000,2018-08-01,Seed,,,,Yes,BRYTER is a no-code software platform that automates and helps its users develop and build digital applications.,"Compliance, Enterprise Software, Industrial Automation, Legal Tech, SaaS, Software",,https://bryter.com,$10M to $50M,89000000,USD,89000000,Early Stage Venture,4,Cavalry Ventures,1,,Cavalry Ventures,"564,324"
Seed Round - Buckle & Seam,https://www.crunchbase.com/funding_round/buckle-seam-seed--f69f9327,Buckle & Seam,https://www.crunchbase.com/organization/buckle-seam,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-01-01,Seed,,,,Yes,"Buckle & Seam is special personalized leather bags, purses and accessories company.","E-Commerce, Fashion",,https://buckleandseam.com,,,,,Seed,1,ProSiebenSat.1 Accelerator,1,,ProSiebenSat.1 Accelerator,"661,818"
Seed Round - Buena,https://www.crunchbase.com/funding_round/home-ht-seed--a4be5d1b,Buena,https://www.crunchbase.com/organization/home-ht,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-11-02,Seed,,,,Yes,"Buena cares for your apartments, tenants, and every task that comes with being a landlord. That’s more time for you.","Information Technology, Property Management, Real Estate",,https://www.buena.com,$10M to $50M,15254960,USD,15254960,,6,,1,,Stefan Muehlemann,"493,789"
Pre Seed Round - Bullet Global GmbH,https://www.crunchbase.com/funding_round/bullet-global-gmbh-pre-seed--b2a3c431,Bullet Global GmbH,https://www.crunchbase.com/organization/bullet-global-gmbh,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-07-19,Seed,,,,Yes,SaaS for SMEs,SaaS,,https://www.bulletglobal.com/,,,,,Seed,1,b10 | Venture Capital,3,,"b10 | Venture Capital, Florian Huber, Sebastian Diemer","424,238"
Seed Round - Buying Show,https://www.crunchbase.com/funding_round/buying-show-seed--29fb10d1,Buying Show,https://www.crunchbase.com/organization/buying-show,Seed,"Berlin, Berlin, Germany, Europe",790000,EUR,967655,2018-04-05,Seed,,,,Yes,Buying Show is a two-sided digital wholesale network for brands and retailers.,"B2B, E-Commerce, Fashion, Internet, Professional Networking, Retail, Wholesale",,https://buyingshow.com/,$1M to $10M,3215000,EUR,3607374,Seed,4,,,,,"494,448"
Pre Seed Round - Cagliostro,https://www.crunchbase.com/funding_round/cagliostro-pre-seed--71b62550,Cagliostro,https://www.crunchbase.com/organization/cagliostro,Pre-Seed,"Berlin, Berlin, Germany, Europe",30000,USD,30000,2018-11-05,Seed,,,,Yes,Cagliostro is an e-commerce platform that sells Japanese accessories.,,,https://www.shoppi.app/cagliostro,,30000,USD,30000,Seed,1,Shoppi Ventures,1,,Shoppi Ventures,"510,631"
Series A - Camunda,https://www.crunchbase.com/funding_round/camunda-series-a--3c836cea,Camunda,https://www.crunchbase.com/organization/camunda,Series A,"Berlin, Berlin, Germany, Europe",25000000,EUR,28372626,2018-12-05,Early Stage Venture,,,,Yes,"Camunda enables organizations to orchestrate processes across people, systems, and devices to overcome complexity and increase efficiency.","Enterprise Software, Information Technology, SaaS, Software",,http://www.camunda.com,$1M to $10M,107000000,EUR,126216131,Early Stage Venture,2,Highland Europe,1,,Highland Europe,"483,612"
Series A - CANDIS,https://www.crunchbase.com/funding_round/candis-series-a--825456cd,CANDIS,https://www.crunchbase.com/organization/candis,Series A,"Berlin, Berlin, Germany, Europe",,,,2018-09-25,Early Stage Venture,,,,Yes,CANDIS is Berlin-based company that offers an intelligent platform for automated accounting.,"Accounting, Artificial Intelligence (AI), Financial Services, FinTech, SaaS, Software",,https://candis.io,$1M to $10M,28900000,EUR,31204524,Late Stage Venture,5,Lightspeed Venture Partners,5,2,"42CAP, Fly Ventures, Lightspeed Venture Partners, Point Nine, Speedinvest","142,731"
Series B - Careship,https://www.crunchbase.com/funding_round/careship-series-b--dfc110b9,Careship,https://www.crunchbase.com/organization/careship,Series B,"Berlin, Berlin, Germany, Europe",6000000,EUR,7349276,2018-04-05,Early Stage Venture,,,,Yes,Careship helps families find the right caregiver for their loved ones.,"Health Care, Home Services, Wellness",,https://www.careship.de,$10M to $50M,11349276,USD,11349276,M&A,4,Creandum,5,,"Ananda Impact Ventures, Atlantic Labs, Axel Springer Plug and Play Accelerator, Creandum, Spark Capital","639,537"
Seed Round - cargo.one,https://www.crunchbase.com/funding_round/cargo-one-seed--f9c619b1,cargo.one,https://www.crunchbase.com/organization/cargo-one,Seed,"Berlin, Berlin, Germany, Europe",3200000,USD,3200000,2018-12-05,Seed,,,,Yes,"cargo.one is a digital platform designed for freight forwarders to search, compare, and book air freight capacities across airlines.","Freight Service, Information Technology, Logistics, Supply Chain Management",,http://www.cargo.one,$1M to $10M,63800000,USD,63800000,Early Stage Venture,3,"Creandum, Point Nine",3,4,"Creandum, Lufthansa Cargo, Point Nine","633,565"
Seed Round - CARL,https://www.crunchbase.com/funding_round/carl-finance-seed--d3b42b09,CARL,https://www.crunchbase.com/organization/carl-finance,Seed,"Berlin, Berlin, Germany, Europe",1000000,EUR,1178144,2018-06-06,Seed,,,,Yes,CARL provides an M&A platform for small and medium-sized businesses.,"Banking, Finance, Financial Services, FinTech",,https://www.carlfinance.de,,5600000,EUR,6373612,M&A,3,Saarbruecker 21,4,,"German Ventures, Karl-Heinz Flother, Saarbruecker 21, Thomas Noth","605,210"
Series B - Caroobi,https://www.crunchbase.com/funding_round/caroobi-series-b--14c68097,Caroobi,https://www.crunchbase.com/organization/caroobi,Series B,"Berlin, Berlin, Germany, Europe",20000000,USD,20000000,2018-06-06,Early Stage Venture,,,,Yes,Caroobi is an integrated marketplace for automotive aftersales.,"Automotive, Internet, Marketplace",,https://caroobi.com,$10M to $50M,20000000,USD,20000000,Early Stage Venture,4,NGP Capital,6,2,"BMW i Ventures, Cavalry Ventures, Cherry Ventures, DN Capital, NGP Capital, Target Global","255,798"
Seed Round - charly,https://www.crunchbase.com/funding_round/charly-education-seed--b83f2ff9,charly,https://www.crunchbase.com/organization/charly-education,Seed,"Berlin, Berlin, Germany, Europe",2500000,EUR,2931606,2018-06-05,Seed,,,,Yes,"Wir schaffen ein Umfeld, in dem alle Freude am Lernen finden & Zugang zu relevantem Wissen haben.","E-Learning, EdTech, Education, Marketing",,https://www.charly.education,$1M to $10M,6700000,EUR,7870448,M&A,4,,4,,"Daniel Schütt, Michael Brehm, Stefan Peukert, Thomas Baum","488,967"
Seed Round - Choco,https://www.crunchbase.com/funding_round/choco-seed--2e75a4ed,Choco,https://www.crunchbase.com/organization/choco,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-03-01,Seed,,,,Yes,Choco is a food ordering platform that connects restaurants and suppliers.,"Apps, Food and Beverage, Marketing, Restaurants",,https://choco.com/us,$50M to $100M,336269652,USD,336269652,,7,Atlantic Labs,2,,"Atlantic Labs, Christian Edler","615,582"
Seed Round - CITKAR,https://www.crunchbase.com/funding_round/citkar-seed--df9ef4ac,CITKAR,https://www.crunchbase.com/organization/citkar,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-08-20,Seed,,,,Yes,Citkar is a platform for mobility in the urban environment.,"Automotive, Hardware",,https://citkar.de,Less than $1M,,,,Seed,2,,1,,TEC Ventures,"256,830"
Series A - Civey,https://www.crunchbase.com/funding_round/civey-series-a--744e3683,Civey,https://www.crunchbase.com/organization/civey,Series A,"Berlin, Berlin, Germany, Europe",4000000,EUR,4665953,2018-05-30,Early Stage Venture,,,,Yes,Civey is developing the world's real-time representative opinion research technology.,"Database, Information Technology, Internet, Market Research",,https://civey.com/,,7200000,EUR,8413826,Early Stage Venture,3,,,,,"477,700"
Pre Seed Round - Civocracy,https://www.crunchbase.com/funding_round/civocracy-pre-seed--853eafb7,Civocracy,https://www.crunchbase.com/organization/civocracy,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-06-01,Seed,,,,Yes,"Civocracy offers a subscription-based solution to local governments, companies, and organizations.","CivicTech, Communities, Government, GovTech, Information Technology, Politics",,http://www.civocracy.com,,,,,Seed,5,,1,1,Impact51,"524,353"
Pre Seed Round - Clean Energy Global,https://www.crunchbase.com/funding_round/clean-energy-global-gmbh-pre-seed--bc1e30db,Clean Energy Global,https://www.crunchbase.com/organization/clean-energy-global-gmbh,Pre-Seed,"Berlin, Berlin, Germany, Europe",175000,EUR,198473,2018-08-15,Seed,2250000,EUR,2551796,Yes,Clean Energy Global develops a smart scalable swappable battery system as Battery-as-a-Service.,"Automotive, Battery, Clean Energy",,https://www.clean-energy-global.com,,488000,EUR,548017,Seed,2,,,,,"236,775"
Angel Round - Clevver,https://www.crunchbase.com/funding_round/clevver-angel--84d43082,Clevver,https://www.crunchbase.com/organization/clevver,Angel,"Berlin, Berlin, Germany, Europe",1000000,EUR,1199120,2018-05-01,Seed,,,,Yes,Clevver offers international virtual office services that allow businesses and individuals to easily establish a local legal presence.,"B2B, Cloud Data Services, Information Technology, Messaging, Tourism, Travel",,https://www.clevver.io,$1M to $10M,2500000,EUR,3077835,Seed,3,,6,,"Andreas Perreiter, Catalpa Ventures Family Office, CIMEDO, Dr. Cornelius Boersch, HOWZAT Partners, Volker Rofalski","338,948"
Pre Seed Round - Clevver,https://www.crunchbase.com/funding_round/clevver-pre-seed--1b24aa93,Clevver,https://www.crunchbase.com/organization/clevver,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-07-19,Seed,,,,Yes,Clevver offers international virtual office services that allow businesses and individuals to easily establish a local legal presence.,"B2B, Cloud Data Services, Information Technology, Messaging, Tourism, Travel",,https://www.clevver.io,$1M to $10M,2500000,EUR,3077835,Seed,3,,,,,"670,543"
Angel Round - ClickClickDrive,https://www.crunchbase.com/funding_round/clickclickdrive-angel--459c4527,ClickClickDrive,https://www.crunchbase.com/organization/clickclickdrive,Angel,"Berlin, Berlin, Germany, Europe",1000000,USD,1000000,2018-11-11,Seed,,,,Yes,ClickClickDrive is a developer of a search engine designed for users to find driving schools.,"Internet, Internet of Things",,https://www.clickclickdrive.de/,,1000000,USD,1000000,Seed,1,Thomassin Emmanuel,4,,"Dr. Burkhard Schwenker, Jonathan Green, Stefan Glänzer, Thomassin Emmanuel","656,072"
Seed Round - CoachHub,https://www.crunchbase.com/funding_round/coachhub-seed--b5b9a62b,CoachHub,https://www.crunchbase.com/organization/coachhub,Seed,"Berlin, Berlin, Germany, Europe",2000000,USD,2000000,2018-11-12,Seed,,,,Yes,CoachHub is a digital coaching platform that enables organizations to provide personalized coaching programs for their employees.,"Corporate Training, Human Resources, Personal Development, SaaS, Training",,https://coachhub.com,$100M to $500M,375565230,USD,375565230,Late Stage Venture,6,Speedinvest,4,2,"Angel Invest, Carcharodon Capital, JVH Ventures, Speedinvest","672,532"
Seed Round - CodersFirst,https://www.crunchbase.com/funding_round/codersfirst-seed--347efbac,CodersFirst,https://www.crunchbase.com/organization/codersfirst,Seed,"Berlin, Berlin, Germany, Europe",125000,EUR,154019,2018-04-09,Seed,,,,Yes,We find and hire software engineers based on their engineering strengths and not credentials.,"Big Data, Recruiting",,http://www.codersfirst.com,,125000,EUR,154019,Seed,1,,,,,"359,471"
Series B - Comatch,https://www.crunchbase.com/funding_round/comatch-series-b--eba227af,Comatch,https://www.crunchbase.com/organization/comatch,Series B,"Berlin, Berlin, Germany, Europe",8000000,EUR,9799034,2018-04-05,Early Stage Venture,,,,Yes,Comatch is an online marketplace for independent management consultants and industry experts.,"Consulting, Internet, Marketplace, Recruiting",,https://www.comatch.com,$1M to $10M,12000000,EUR,14341371,M&A,3,Acton Capital,4,2,"Acton Capital, Atlantic Labs, b2venture, FJ Labs","303,820"
Venture Round - Contentbird,https://www.crunchbase.com/funding_round/linkbird-series-unknown--786d5354,Contentbird,https://www.crunchbase.com/organization/linkbird,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",2000000,EUR,2473255,2018-02-05,,,,,Yes,Contentbird creates digital identities and changes marketing.,"Content Marketing, Digital Marketing, SEO",,https://de.contentbird.io,$1M to $10M,2000000,EUR,2473255,,2,,3,1,"ALSTIN Family GmbH, HTGF | High-Tech Gruenderfonds, Martin Sinner","426,434"
Seed Round - Contentflow,https://www.crunchbase.com/funding_round/contentflow-seed--00cbbd0c,Contentflow,https://www.crunchbase.com/organization/contentflow,Seed,"Berlin, Berlin, Germany, Europe",2000000,EUR,2275499,2018-10-29,Seed,,,,Yes,"Contentflow is the global Next-Gen SaaS solution for multichannel, independent live streaming for events, conferences and media coverage.","SaaS, Software, Video, Video Streaming",,https://contentflow.net,Less than $1M,4775499,USD,4775499,Seed,3,,4,1,"AET Fund, Betaworks, Speedinvest, VC Fonds Technologie Berlin","155,588"
Series D - Contentful,https://www.crunchbase.com/funding_round/contentful-series-d--04f8dad9,Contentful,https://www.crunchbase.com/organization/contentful,Series D,"Berlin, Berlin, Germany, Europe",33500000,USD,33500000,2018-12-05,Late Stage Venture,,,,Yes,Contentful offers a headless content management system that helps organizations deliver content across channels.,"Cloud Computing, CMS, Content, Developer Tools, Publishing, SaaS, Software",,https://www.contentful.com,$50M to $100M,349600000,USD,349600000,Late Stage Venture,9,Sapphire Ventures,7,5,"Balderton Capital, Benchmark, General Catalyst, Hercules Capital, OMERS Ventures, Salesforce Ventures, Sapphire Ventures","270,566"
Grant - Core Network Dynamics,https://www.crunchbase.com/funding_round/core-network-dynamics-grant--5f1ca2bb,Core Network Dynamics,https://www.crunchbase.com/organization/core-network-dynamics,Grant,"Berlin, Berlin, Germany, Europe",71429,EUR,83347,2018-06-01,,,,,No,"Core Network Dynamics develops OpenEPC, a complete core mobile network in software.",Software,,http://www.corenetdynamics.com/,$1M to $10M,71429,EUR,83347,,1,,1,,EASME,"573,943"
