Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Venture Round - The Base,https://www.crunchbase.com/funding_round/thebase-series-unknown--5e489958,The Base,https://www.crunchbase.com/organization/thebase,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",5000000,EUR,5922900,2021-07-01,,,,,Yes,The Base is combating urban loneliness by providing unique shared Co Living and Co Working spaces,"Assisted Living, Commercial Real Estate, Communities, Coworking, Hospitality, Real Estate, Real Estate Investment, Rental, Rental Property",,http://www.jointhebase.co/,,7922900,USD,7922900,,2,,2,,"32nd Floor, GDC Ventures","299,385"
Seed Round - The bina School,https://www.crunchbase.com/funding_round/bina-school-seed--81d75a98,The bina School,https://www.crunchbase.com/organization/bina-school,Seed,"Berlin, Berlin, Germany, Europe",1400000,USD,1400000,2021-08-03,Seed,,,,Yes,bina is a digital primary school ecosystem made to provide customised learning at scale.,"EdTech, Education",,http://www.thebinaschool.com,Less than $1M,1400000,USD,1400000,Seed,1,Mistletoe,5,3,"27V (Twenty Seven Ventures), Angel Invest, Jutta Steiner, Mistletoe, s16vc","165,508"
Pre Seed Round - The Plate,https://www.crunchbase.com/funding_round/the-plate-pre-seed--748c69c2,The Plate,https://www.crunchbase.com/organization/the-plate,Pre-Seed,"Berlin, Berlin, Germany, Europe",1300000,USD,1300000,2021-09-23,Seed,,,,Yes,The Plate is aiming to tap into the creator economy trend and preserve those fine culinary skills.,"Content, Food and Beverage, Publishing",,https://www.theplate.org/,,1300000,USD,1300000,Seed,1,FoodLabs,3,1,"FoodLabs, GE Ventures, Village Global","127,641"
Private Equity Round - The Stryze Group,https://www.crunchbase.com/funding_round/the-stryze-group-private-equity--1c1e9755,The Stryze Group,https://www.crunchbase.com/organization/the-stryze-group,Private Equity,"Berlin, Berlin, Germany, Europe",100000000,USD,100000000,2021-03-02,Private Equity,,,,Yes,"The Stryze Group is a D2C brand holding company that develops, buys, and scales D2C brands in order to take them to the next level.","Consumer Goods, E-Commerce",,https://stryze.com,$500M to $1B,100000000,USD,100000000,M&A,1,"Alstin Capital, Upper90",2,1,"Alstin Capital, Upper90","361,857"
Pre Seed Round - theion,https://www.crunchbase.com/funding_round/theion-pre-seed--360949fb,theion,https://www.crunchbase.com/organization/theion,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-03-29,Seed,,,,Yes,Theion provides lithium-sulfur and solid-state batteries.,"Battery, Chemical, Energy Storage",,https://www.theion.de/,$1M to $10M,,,,,2,,2,,"Lukasz Gadowski, Thomas Andrae","170,052"
Seed Round - Thermosphr,https://www.crunchbase.com/funding_round/thermosphr-seed--a699826e,Thermosphr,https://www.crunchbase.com/organization/thermosphr,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-11-30,Seed,,,,Yes,Energy autopilot for commercial buildings,"Commercial Real Estate, Energy Efficiency, Energy Management, Environmental Engineering, GreenTech, Heating, Ventilation, and Air Conditioning (HVAC), Real Estate, SaaS, Sustainability",,https://www.thermosphr.com,Less than $1M,,,,Seed,1,,4,,"Entrepreneur First, High Rise Ventures, kopa ventures, seed + speed Ventures","84,828"
Angel Round - Tidy,https://www.crunchbase.com/funding_round/tidy-e16d-angel--00f320e1,Tidy,https://www.crunchbase.com/organization/tidy-e16d,Angel,"Berlin, Berlin, Germany, Europe",,,,2021-05-01,Seed,,,,Yes,"Tidy automatically organize’s company knowledge, so the creators of this world can focus on what they do best - creating","Artificial Intelligence (AI), Enterprise Software, Internet, Machine Learning, SaaS, Software",,https://staytidy.co/,,,,,Seed,1,,,,,"105,185"
Series C - TIER Mobility,https://www.crunchbase.com/funding_round/tier-mobility-series-c--5697621c,TIER Mobility,https://www.crunchbase.com/organization/tier-mobility,Series C,"Berlin, Berlin, Germany, Europe",,,,2021-12-27,Late Stage Venture,,,,Yes,TIER Mobility is a micro-mobility company that provides sustainable ride-sharing solutions to its customers.,"Electric Vehicle, GreenTech, Ride Sharing, Transportation",,http://www.tier.app,$100M to $500M,646934882,USD,646934882,,11,,1,1,Stableton Financial,"335,059"
Series D - TIER Mobility,https://www.crunchbase.com/funding_round/tier-mobility-series-d--bb83dbad,TIER Mobility,https://www.crunchbase.com/organization/tier-mobility,Series D,"Berlin, Berlin, Germany, Europe",171400000,EUR,198986723,2021-10-25,Late Stage Venture,1548600000,EUR,1797846207,Yes,TIER Mobility is a micro-mobility company that provides sustainable ride-sharing solutions to its customers.,"Electric Vehicle, GreenTech, Ride Sharing, Transportation",,http://www.tier.app,$100M to $500M,646934882,USD,646934882,,11,SoftBank Vision Fund,8,6,"M&G Investments, Mountain Partners, Northzone, Novator, RTP Global, SoftBank Vision Fund, Speedinvest, White Star Capital","574,396"
Pre Seed Round - Timber Base,https://www.crunchbase.com/funding_round/timber-base-pre-seed--bc57cf4a,Timber Base,https://www.crunchbase.com/organization/timber-base,Pre-Seed,"Berlin, Berlin, Germany, Europe",1375000,EUR,1588991,2021-10-31,Seed,,,,Yes,"One global platform to buy, sell and ship timber.","B2B, Timber, Trading Platform",,http://www.timberbase.com/en,$100M to $500M,1975000,EUR,2269021,Seed,2,,5,4,"Andreas Brenner, CG Partners, Flixfounders, Luzius Meisser, Thomas Frieling","105,827"
Venture Round - Timeless,https://www.crunchbase.com/funding_round/timeless-investments-series-unknown--53e2a56c,Timeless,https://www.crunchbase.com/organization/timeless-investments,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",12000000,EUR,13551834,2021-11-29,,,,,Yes,"Buy shares in exclusive assets such as rare sneakers, watches & luxury cars from as little as €50 per share (incl. VAT).",E-Commerce,,https://www.timeless.investments/,$10M to $50M,12000000,EUR,13551834,,1,EQT Ventures,4,,"EOS VC Fund, EQT Ventures, LA ROCA Capital, Porsche Ventures","84,000"
Series D - tink,https://www.crunchbase.com/funding_round/tink-2-series-d--516924ab,tink,https://www.crunchbase.com/organization/tink-2,Series D,"Berlin, Berlin, Germany, Europe",40000000,EUR,47824008,2021-04-13,Late Stage Venture,,,,Yes,tink - we help people to embrace technology in life,"Consumer Electronics, Internet of Things, Smart Home",,https://www.tink.de,$50M to $100M,65324008,USD,65324008,Late Stage Venture,4,Cadence Growth Capital,4,1,"Cadence Growth Capital, Global Founders Capital, Rocket Internet, SevenVentures","264,843"
Pre Seed Round - TIO TIO,https://www.crunchbase.com/funding_round/tio-tio-pre-seed--0971cadb,TIO TIO,https://www.crunchbase.com/organization/tio-tio,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-09-21,Seed,,,,Yes,TIO TIO is a producer and online seller of sportswear products.,Retail,,https://tiotio.club/,,,,,Seed,1,,1,,Sasserath 1871,"102,833"
Post-IPO Equity - TME Pharma,https://www.crunchbase.com/funding_round/noxxon-pharma-post-ipo-equity--ad521734,TME Pharma,https://www.crunchbase.com/organization/noxxon-pharma,Post-IPO Equity,"Berlin, Berlin, Germany, Europe",1200000,EUR,1445604,2021-03-03,,,,,Yes,TME Pharma develops biostable aptamers and substances based on mirror image nucleic acids.,"Biotechnology, Health Care, Pharmaceutical",,https://www.tmepharma.com/,Less than $1M,141130000,EUR,165504982,IPO,14,,1,,Kreos Capital,"238,005"
Angel Round - tokenstreet,https://www.crunchbase.com/funding_round/tokenstreet-angel--51c56f8e,tokenstreet,https://www.crunchbase.com/organization/tokenstreet,Angel,"Berlin, Berlin, Germany, Europe",350000,EUR,425854,2021-06-04,Seed,,,,Yes,Tokenstreet enables to invest in alternative asset classes such as venture capital or private equity.,"Blockchain, Financial Services, FinTech, Real Estate",,https://tokenstreet.com,,350000,EUR,425854,Seed,1,,2,,"Christoph Richter, E & R Asset Management GmbH","89,505"
Seed Round - Tomorrow Biostasis,https://www.crunchbase.com/funding_round/tomorrow-biostasis-seed--44e638c2,Tomorrow Biostasis,https://www.crunchbase.com/organization/tomorrow-biostasis,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-07-04,Seed,,,,Yes,Tomorrow Biostasis provides secure cryopreservation services.,"Health Care, Medical, Personal Health",,https://www.tomorrowbiostasis.com,,,,,Seed,1,,1,,Rand Hindi,"59,148"
Pre Seed Round - Tomorrow University of Applied Sciences,https://www.crunchbase.com/funding_round/tomorrow-s-education-pre-seed--274dbd65,Tomorrow University of Applied Sciences,https://www.crunchbase.com/organization/tomorrow-s-education,Pre-Seed,"Berlin, Berlin, Germany, Europe",1100000,EUR,1335353,2021-01-19,Seed,,,,Yes,"Online university for sustainability, entrepreneurship, and tech. Learn from world-renowned experts.","E-Learning, Education",,https://tomorrow.university,$1B to $10B,13800000,EUR,15189663,Early Stage Venture,3,Emerge,1,,Emerge,"323,621"
Pre Seed Round - TOOLUP,https://www.crunchbase.com/funding_round/toolup-a85a-pre-seed--3ae93cce,TOOLUP,https://www.crunchbase.com/organization/toolup-a85a,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-03-01,Seed,1050000,EUR,1265114,Yes,"TOOLUP is a SaaS tools, identity, and invoice management app.","Identity Management, Productivity Tools, SaaS",,https://toolup.io,$1M to $10M,,,,Seed,1,,,,,"143,133"
Pre Seed Round - topi,https://www.crunchbase.com/funding_round/topi-53cf-pre-seed--318ed43b,topi,https://www.crunchbase.com/organization/topi-53cf,Pre-Seed,"Berlin, Berlin, Germany, Europe",4500000,USD,4500000,2021-12-14,Seed,,,,Yes,topi offers a B2B subscription platform that allows retailers and manufacturers to rent out their equipment to other businesses.,"B2B, FinTech, Hardware, Subscription Service",,https://www.topi.eu,,103627023,USD,103627023,Early Stage Venture,4,"Creandum, Index Ventures",6,3,"Creandum, Dominik Richter, Index Ventures, Max Tayenthal, The Delta, Thijn Lamers","272,082"
Seed Round - Tracks,https://www.crunchbase.com/funding_round/tracks-fa20-seed--c1cacc6c,Tracks,https://www.crunchbase.com/organization/tracks-fa20,Seed,"Berlin, Berlin, Germany, Europe",931000,EUR,1132466,2021-01-26,Seed,,,,Yes,"We pioneer the road freight industry’s transformation towards greater efficiency, supply chain transparency and environmental sustainability","Analytics, Artificial Intelligence (AI), Freight Service, Information Technology, Logistics, Software, Supply Chain Management, Transportation",,http://tracks.eco,$1M to $10M,1894000,EUR,2250651,M&A,3,MobilityFund,7,,"Future Energy Ventures, Golzern Holding GmbH, Hiller Logistik, IBB Ventures, Investitionsbank Berlin, MobilityFund, Reederei Nord Group","621,218"
Series C - Trade Republic,https://www.crunchbase.com/funding_round/trade-republic-series-c--a697fcc5,Trade Republic,https://www.crunchbase.com/organization/trade-republic,Series C,"Berlin, Berlin, Germany, Europe",900000000,USD,900000000,2021-05-20,Late Stage Venture,4400000000,USD,4400000000,Yes,"Trade Republic helps Europeans for wealth creation through easy, secure, and free access to financial markets.","Cryptocurrency, Finance, Financial Services, FinTech, Trading Platform",,https://traderepublic.com,$100M to $500M,1263503683,USD,1263503683,Late Stage Venture,5,Sequoia Capital,8,5,"Accel, Creandum, Founders Fund, H14, Project A Ventures, Sequoia Capital, TCV, Thrive Capital","650,371"
Venture Round - Travelcircus,https://www.crunchbase.com/funding_round/travelcircus-series-unknown--8a4c1672,Travelcircus,https://www.crunchbase.com/organization/travelcircus,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2021-06-09,,,,,Yes,Travelcircus is an online booking platform for premium travel experiences.,"E-Commerce, Internet, Travel",,http://www.travelcircus.de,Less than $1M,2000000,EUR,2155846,,3,,,,,"245,356"
Seed Round - TravelPlaylist - Travel Social Media,https://www.crunchbase.com/funding_round/onbeams-seed--4c0191d1,TravelPlaylist - Travel Social Media,https://www.crunchbase.com/organization/onbeams,Seed,"Berlin, Berlin, Germany, Europe",3000000,USD,3000000,2021-11-04,Seed,,,,Yes,Social Media,Software,,,$1M to $10M,6000000,USD,6000000,Seed,3,TheVentureCity,3,,"Kal Vepuri, redalpine, TheVentureCity","449,365"
Pre Seed Round - truemetrics,https://www.crunchbase.com/funding_round/truemetrics-4697-pre-seed--0a68caef,truemetrics,https://www.crunchbase.com/organization/truemetrics-4697,Pre-Seed,"Berlin, Berlin, Germany, Europe",25000,EUR,29666,2021-08-01,Seed,3000000,EUR,3559889,Yes,truemetrics helps logistics companies find customers faster. Our technology maps entrances via a courier's handheld device.,"Artificial Intelligence (AI), Enterprise Software, Last Mile Transportation, Logistics, Machine Learning",,https://www.truemetrics.io,,25000,EUR,29666,Seed,2,,,,,"502,834"
Pre Seed Round - tucan.ai,https://www.crunchbase.com/funding_round/tucan-ai-pre-seed--b3b44917,tucan.ai,https://www.crunchbase.com/organization/tucan-ai,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-08-30,Seed,,,,Yes,Your tool for more productive meetings.,"Natural Language Processing, SaaS, Software, Speech Recognition",,https://www.tucan.ai/,$1M to $10M,,,,Seed,2,,2,,"IBB Ventures, wayra Germany","115,779"
Pre Seed Round - tucan.ai,https://www.crunchbase.com/funding_round/tucan-ai-pre-seed--84dcff31,tucan.ai,https://www.crunchbase.com/organization/tucan-ai,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-09-20,Seed,,,,Yes,Your tool for more productive meetings.,"Natural Language Processing, SaaS, Software, Speech Recognition",,https://www.tucan.ai/,$1M to $10M,,,,Seed,2,,4,,"APX, HT Ventures, IBB Ventures, wayra Germany","242,806"
Seed Round - Tupu,https://www.crunchbase.com/funding_round/tupu-0f52-seed--477dde45,Tupu,https://www.crunchbase.com/organization/tupu-0f52,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-12-14,Seed,,,,Yes,Tupu is a farming company that specializes in growing and supplying gourmet mushrooms.,"Farming, Food and Beverage, Food Processing, Manufacturing, Organic Food",,https://www.heytupu.com,$10M to $50M,3000000,EUR,3173549,Seed,3,,1,,FoodLabs,"438,419"
Venture Round - Turbit,https://www.crunchbase.com/funding_round/turbit-systems-series-unknown--40ecf348,Turbit,https://www.crunchbase.com/organization/turbit-systems,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2021-09-21,,,,,Yes,Turbit reduces risks of wind turbine operation with AI monitoring at scale.,"Energy, Software",,https://www.turbit.com/,,,,,,1,Vinci Venture Capital,1,,Vinci Venture Capital,"124,861"
Pre Seed Round - Turbo,https://www.crunchbase.com/funding_round/turbo-f656-pre-seed--7d468017,Turbo,https://www.crunchbase.com/organization/turbo-f656,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-01-01,Seed,,,,Yes,Turbo is a medium sized business they money to fund the right hires.,Funding Platform,,https://www.getturbo.co.za/#Customers,,,,,Seed,1,The Delta,1,1,The Delta,"111,300"
Series B - Twinner,https://www.crunchbase.com/funding_round/twinner-series-b--7c4f2b70,Twinner,https://www.crunchbase.com/organization/twinner,Series B,"Berlin, Berlin, Germany, Europe",,,,2021-07-07,Early Stage Venture,,,,Yes,Twinner is an automotive retail company that provides vehicle inspection and vehicle remarketing.,"Automotive, InsurTech, Retail",,http://www.twinner.com,,,,,Early Stage Venture,1,,1,,Sojitz Corporation of America,"173,145"
Pre Seed Round - u impact | impact4good GmbH,https://www.crunchbase.com/funding_round/u-impact-pre-seed--a7be5864,u impact | impact4good GmbH,https://www.crunchbase.com/organization/u-impact,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-10-19,Seed,,,,Yes,u impact has the mission to demystify sustainable investing and make it accessible to aspiring investors.,,,https://impact4good.eu/,,,,,Seed,1,,,,,"143,226"
Private Equity Round - uberall,https://www.crunchbase.com/funding_round/uberall-private-equity--162b0e63,uberall,https://www.crunchbase.com/organization/uberall,Private Equity,"Berlin, Berlin, Germany, Europe",115000000,USD,115000000,2021-06-15,Private Equity,385000000,USD,385000000,Yes,"Uberall powers sales through location data, using the innovative location marketing cloud.","Information Technology, Location Based Services, Marketing",,http://uberall.com,$1M to $10M,170800000,USD,170800000,Private Equity,8,"Bregal Milestone, Level Equity Management, United Internet Ventures",3,1,"Bregal Milestone, Level Equity Management, United Internet Ventures","445,549"
Series A - Ultramarin,https://www.crunchbase.com/funding_round/othoz-series-a--5f8c1807,Ultramarin,https://www.crunchbase.com/organization/othoz,Series A,"Berlin, Berlin, Germany, Europe",10000000,EUR,11257597,2021-12-14,Early Stage Venture,40000000,EUR,45030390,Yes,"Ultramarin is developing AI-based forecasting models for global equity markets, empowering investors to make better investment decisions.","Asset Management, Financial Services",,https://www.ultramarin.ai,,10000000,EUR,11257597,Early Stage Venture,1,Acton Capital,2,1,"Acton Capital, Dr. Werner Brandt","173,108"
Pre Seed Round - Una Health,https://www.crunchbase.com/funding_round/una-health-pre-seed--061b6374,Una Health,https://www.crunchbase.com/organization/una-health,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-04-02,Seed,,,,Yes,"The most effective Digital Therapy to reverse metabolic dysfunction based on mobile technology, biosensors, AI and behavioral science.","Artificial Intelligence (AI), Diabetes, Health Care, mHealth, Wellness",,http://unahealth.io,,2500000,USD,2500000,Seed,3,FoodLabs,1,,FoodLabs,"273,092"
Venture Round - Unicorn Workspaces,https://www.crunchbase.com/funding_round/unicorn-berlin-series-unknown--41db0b64,Unicorn Workspaces,https://www.crunchbase.com/organization/unicorn-berlin,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",7000000,USD,7000000,2021-04-14,,,,,Yes,Unicorn offers work solutions for teams of all sizes with flexible terms and independent of high market rental prices.,"Commercial Real Estate, Coworking, Office Administration",,http://unicorn.de,$1M to $10M,7000000,USD,7000000,,2,,6,,"Alexander Koelpin, Florian Heinemann, Jens Hilgers, Knutsson Holdings AB, Torsten Oelke, WestTech Ventures","670,730"
Angel Round - UnitPlus,https://www.crunchbase.com/funding_round/unitplus-angel--0eb17683,UnitPlus,https://www.crunchbase.com/organization/unitplus,Angel,"Berlin, Berlin, Germany, Europe",1000000,USD,1000000,2021-09-02,Seed,,,,Yes,Developing a data-driven capital markets CFO for retail and corporate clients to optimize cash flows and long-term yield generation.,"Asset Management, Financial Services, FinTech, Payments",,https://unitplus.eu/business-en/,,6083774,USD,6083774,Seed,3,,3,,"Christian Rebernik, Katrin Stark, Lothar Eckstein","533,724"
Pre Seed Round - Unosecur,https://www.crunchbase.com/funding_round/unosecur-pre-seed--15a10bcd,Unosecur,https://www.crunchbase.com/organization/unosecur,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-03-01,Seed,,,,Yes,Cloud Identity Threat Detection and Response Platform,"B2B, Cloud Security, Enterprise Software, Software",,https://unosecur.com/,,,,,Seed,1,,1,,APX,"157,962"
Seed Round - Unstoppable Finance,https://www.crunchbase.com/funding_round/unstoppable-finance-seed--abc010bd,Unstoppable Finance,https://www.crunchbase.com/organization/unstoppable-finance,Seed,"Berlin, Berlin, Germany, Europe",4470000,EUR,5209183,2021-10-20,Seed,,,,Yes,Unstoppable Finance is building a next-gen crypto wallet to bring DeFi to retail investors globally.,"Blockchain, Financial Services, FinTech",,https://www.unstoppable.fi/,,16970000,EUR,18084498,Early Stage Venture,2,Speedinvest,6,1,"BACKED VC, Cadenza Ventures, Fabric Ventures, Inflection.xyz, RockawayX, Speedinvest","160,388"
Series B - Unu motors,https://www.crunchbase.com/funding_round/unu-series-b--d7d7b1d7,Unu motors,https://www.crunchbase.com/organization/unu,Series B,"Berlin, Berlin, Germany, Europe",18000000,EUR,21541407,2021-02-04,Early Stage Venture,,,,Yes,"Unu offers a battery-powered, smart electric scooter that enables individuals to commute through an urban environment.","Electric Vehicle, Hardware, Last Mile Transportation, Mobile, Transportation",,https://unumotors.com/,$1B to $10B,43282883,USD,43282883,Early Stage Venture,7,,3,3,"Capnamic Ventures, IRIS, Ponooc","116,991"
Pre Seed Round - up.lftd,https://www.crunchbase.com/funding_round/up-lftd-pre-seed--d34a9f7a,up.lftd,https://www.crunchbase.com/organization/up-lftd,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-12-13,Seed,,,,Yes,"SaaS for feedback, performance management and people development","Human Resources, SaaS, Software",,https://www.uplftd.com/,$50M to $100M,,,,Seed,1,,1,,IBB Ventures,"107,671"
Seed Round - Upmin,https://www.crunchbase.com/funding_round/upmin-seed--61ba90d6,Upmin,https://www.crunchbase.com/organization/upmin,Seed,"Berlin, Berlin, Germany, Europe",4000000,EUR,4749342,2021-09-06,Seed,,,,Yes,Upmin is an online platform for real estate management and works as a digital property manager.,"Online Portals, Property Management, Real Estate, Rental Property",,https://www.upmin.de/,$1M to $10M,4000000,EUR,4749342,Seed,1,,6,,"Apeiron Investment Group, BitStone Capital, Christian Angermayer, P3A Ventures, Scout24, Swiss Life","145,444"
Series A - Upvest,https://www.crunchbase.com/funding_round/upvest-co-series-a--ebeb74d4,Upvest,https://www.crunchbase.com/organization/upvest-co,Series A,"Berlin, Berlin, Germany, Europe",4000000,EUR,4805925,2021-05-04,Early Stage Venture,,,,Yes,Upvest helps businesses build seamless investment experiences their customers love.,"Banking, Financial Services, FinTech, Information Technology, Software",,https://upvest.co,$50M to $100M,199147383,USD,199147383,Late Stage Venture,8,ABN AMRO Ventures,1,1,ABN AMRO Ventures,"379,996"
Seed Round - Urban Ground,https://www.crunchbase.com/funding_round/urban-ground-ug-seed--a8607e3e,Urban Ground,https://www.crunchbase.com/organization/urban-ground-ug,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-07-07,Seed,,,,Yes,"Urban Ground offers 100% occupancies on rental assets across Europe to landlords creating a new market segment - ""Tenancy-As-A-Service""","Information Technology, Marketplace, Real Estate, Rental Property",,http://www.urbanground.de,$1M to $10M,,,,,4,HTGF | High-Tech Gruenderfonds,2,,"HTGF | High-Tech Gruenderfonds, IT-Farm","283,673"
Seed Round - Urban Ground,https://www.crunchbase.com/funding_round/urban-ground-ug-seed--9337e118,Urban Ground,https://www.crunchbase.com/organization/urban-ground-ug,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-01-01,Seed,,,,Yes,"Urban Ground offers 100% occupancies on rental assets across Europe to landlords creating a new market segment - ""Tenancy-As-A-Service""","Information Technology, Marketplace, Real Estate, Rental Property",,http://www.urbanground.de,$1M to $10M,,,,,4,,,,,"593,754"
Venture Round - Urban Sports Club,https://www.crunchbase.com/funding_round/urban-sports-series-unknown--24c25079,Urban Sports Club,https://www.crunchbase.com/organization/urban-sports,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",80000000,EUR,95203187,2021-06-29,,,,,Yes,Urban Sports offers a monthly flat rate for all kinds of sports activities in the city.,"Fitness, Lifestyle, Sports, Wellness",,https://urbansportsclub.com/,$1M to $10M,175000000,EUR,199639992,,6,,8,1,"Claret Capital Partners, HV Capital, Inkef, Partech, Rheingau Founders, Rocket Internet, RTP Global, SevenGrowth","276,920"
Seed Round - Urbyo,https://www.crunchbase.com/funding_round/urbyo-seed--72293191,Urbyo,https://www.crunchbase.com/organization/urbyo,Seed,"Berlin, Berlin, Germany, Europe",5000000,USD,5000000,2021-10-26,Seed,,,,Yes,"Urbyo is a real estate network for residential real estate, making the purchase quick, efficient and transparent.",Real Estate,,https://urbyo.com/en,,5000000,USD,5000000,Seed,2,Zigg Capital,11,3,"Adriaan Mol, Christian Reber, Entrée Capital, Gary Beasley, Jan Wilmking, June Fund, Michael Cassau, s16vc, Simon Willnauer, Tom Blomfield, Zigg Capital","118,984"
Pre Seed Round - Urbyo,https://www.crunchbase.com/funding_round/urbyo-pre-seed--c76a2d4d,Urbyo,https://www.crunchbase.com/organization/urbyo,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-01-20,Seed,,,,Yes,"Urbyo is a real estate network for residential real estate, making the purchase quick, efficient and transparent.",Real Estate,,https://urbyo.com/en,,5000000,USD,5000000,Seed,2,June Fund,1,,June Fund,"387,066"
Pre Seed Round - Vaayu,https://www.crunchbase.com/funding_round/vaayu-pre-seed--b9da351f,Vaayu,https://www.crunchbase.com/organization/vaayu,Pre-Seed,"Berlin, Berlin, Germany, Europe",1600000,USD,1600000,2021-07-13,Seed,,,,Yes,Software that helps retailers track and cut carbon in real-time.,"CleanTech, Green Consumer Goods, Retail, Software",,https://www.vaayu.tech/,$1M to $10M,13100000,USD,13100000,Seed,2,CapitalT,6,3,"CapitalT, Expedite Ventures, NP-Hard Ventures, Operator Exchange, Planet Positive LP, Saarbruecker 21","58,940"
Private Equity Round - Vane,https://www.crunchbase.com/funding_round/billfront-private-equity--90521565,Vane,https://www.crunchbase.com/organization/billfront,Private Equity,"Berlin, Berlin, Germany, Europe",50000000,EUR,56572477,2021-12-03,Private Equity,,,,Yes,Vane is a technology-enabled finance provider dedicated to global digital media companies.,"Ad Network, Digital Media, Financial Services, FinTech",,https://vane.capital/,$1M to $10M,92898372,USD,92898372,Private Equity,4,Fasanara Capital,1,1,Fasanara Capital,"237,857"
Seed Round - Vanilla Steel,https://www.crunchbase.com/funding_round/vanilla-steel-seed--b7de73a8,Vanilla Steel,https://www.crunchbase.com/organization/vanilla-steel,Seed,"Berlin, Berlin, Germany, Europe",4000000,USD,4000000,2021-07-15,Seed,,,,Yes,Vanilla Steel is the only independent digital platform for the steel market in Europe,"Building Material, Construction, Information Technology, Precious Metals",,https://www.vanillasteel.com,$1B to $10B,4000000,USD,4000000,Seed,2,June Fund,3,1,"June Fund, MSM, Seedcamp","392,069"
Seed Round - Vantik,https://www.crunchbase.com/funding_round/brix-2-seed--34a3d15f,Vantik,https://www.crunchbase.com/organization/brix-2,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-04-19,Seed,,,,Yes,Vantik is the first mobile retirement account to boost your confidence in your financial future.,"Finance, Financial Exchanges, Financial Services, FinTech, Insurance, Life Insurance",,https://www.vantik.com,$1M to $10M,2250000,EUR,2626916,M&A,4,,4,,"Atlantic Labs, Custos, Matthias Setzer, STS Ventures","647,340"
Series A - Vay,https://www.crunchbase.com/funding_round/ree-technology-series-a--d782576b,Vay,https://www.crunchbase.com/organization/ree-technology,Series A,"Berlin, Berlin, Germany, Europe",95000000,USD,95000000,2021-12-14,Early Stage Venture,,,,Yes,"Vay is a teledriving technology company that enables the remote operation of cars, revolutionizing urban transportation.","Automotive, Autonomous Vehicles, Information Technology, Software",,https://vay.io,Less than $1M,131928504,USD,131928504,Seed,3,,12,3,"Atomico, Coatue, Creandum, Cristina Stenbeck, Eurazeo, Flixfounders, Kinnevik, La Famiglia, Patrick Pichette, Project A Ventures, Signals Venture Capital, Visionaries Club","497,722"
Pre Seed Round - Veecle,https://www.crunchbase.com/funding_round/elexir-pre-seed--9df3fe52,Veecle,https://www.crunchbase.com/organization/elexir,Pre-Seed,"Berlin, Berlin, Germany, Europe",1300000,USD,1300000,2021-04-01,Seed,,,,Yes,"Veecle, automotive software development with our innovative runtime, enabling software-defined vehicles within existing vehicle systems.","Automotive, B2B, Cyber Security, Developer Platform, Electric Vehicle, Enterprise, Open Source, Operating Systems, Software, Software Engineering",,https://www.veecle.io,,5011940,USD,5011940,Seed,4,,,,,"416,781"
Pre Seed Round - Verbally,https://www.crunchbase.com/funding_round/verbally-gmbh-pre-seed--e9100d58,Verbally,https://www.crunchbase.com/organization/verbally-gmbh,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-04-20,Seed,,,,Yes,Verbally develops and sales of software in the field of communication analysis.,"Consulting, Information Technology, Software",,https://www.verbally.de/,,,,,Seed,1,,2,,"Berlin Angels Investment Service, Possible Ventures","98,614"
